,Cumulative_Sum,Canton
2020-03-22,88,JU
2020-03-23,113,JU
2020-03-24,129,JU
2020-03-25,147,JU
2020-03-26,160,JU
2020-03-27,174,JU
2020-03-28,179,JU
2020-03-29,182,JU
2020-03-30,198,JU
2020-03-31,204,JU
2020-04-01,209,JU
2020-04-02,209,JU
2020-04-03,219,JU
2020-04-04,224,JU
2020-04-05,231,JU
2020-04-06,235,JU
2020-04-07,242,JU
2020-04-08,249,JU
2020-04-09,250,JU
2020-04-10,252,JU
2020-04-11,253,JU
2020-04-12,253,JU
2020-04-13,258,JU
2020-04-14,258,JU
2020-04-15,260,JU
2020-04-16,262,JU
2020-04-17,265,JU
2020-04-18,265,JU
2020-04-19,269,JU
2020-04-20,271,JU
2020-04-21,272,JU
2020-04-22,272,JU
2020-04-23,272,JU
2020-04-24,272,JU
2020-04-25,272,JU
2020-04-26,272,JU
2020-04-27,273,JU
2020-04-28,273,JU
2020-04-29,275,JU
2020-04-30,275,JU
2020-05-01,275,JU
2020-05-02,275,JU
2020-05-03,275,JU
2020-05-04,276,JU
2020-05-05,277,JU
2020-05-06,277,JU
2020-05-07,279,JU
2020-05-08,279,JU
2020-05-09,279,JU
2020-05-10,279,JU
2020-05-11,279,JU
2020-05-12,279,JU
2020-05-13,279,JU
2020-05-14,279,JU
2020-05-15,279,JU
2020-05-16,279,JU
2020-05-17,279,JU
2020-05-18,280,JU
2020-05-19,280,JU
2020-05-20,280,JU
2020-05-21,281,JU
2020-05-22,281,JU
2020-05-23,281,JU
2020-05-24,281,JU
2020-05-25,281,JU
2020-05-26,283,JU
2020-05-27,284,JU
2020-05-28,284,JU
2020-05-29,284,JU
2020-05-30,284,JU
2020-05-31,284,JU
2020-06-01,284,JU
2020-06-02,284,JU
2020-06-03,284,JU
2020-06-04,284,JU
2020-02-24,0,LU
2020-02-25,0,LU
2020-02-26,0,LU
2020-02-27,0,LU
2020-02-28,0,LU
2020-02-29,0,LU
2020-03-01,0,LU
2020-03-02,0,LU
2020-03-03,0,LU
2020-03-04,1,LU
2020-03-05,1,LU
2020-03-06,1,LU
2020-03-07,1,LU
2020-03-08,1,LU
2020-03-09,2,LU
2020-03-10,2,LU
2020-03-11,3,LU
2020-03-12,4,LU
2020-03-13,5,LU
2020-03-14,7,LU
2020-03-15,9,LU
2020-03-16,14,LU
2020-03-17,21,LU
2020-03-18,28,LU
2020-03-19,32,LU
2020-03-20,38,LU
2020-03-21,41,LU
2020-03-22,45,LU
2020-03-23,55,LU
2020-03-24,61,LU
2020-03-25,66,LU
2020-03-26,78,LU
2020-03-27,83,LU
2020-03-28,85,LU
2020-03-29,88,LU
2020-03-30,94,LU
2020-03-31,100,LU
2020-04-01,105,LU
2020-04-02,110,LU
2020-04-03,115,LU
2020-04-04,118,LU
2020-04-05,119,LU
2020-04-06,122,LU
2020-04-07,126,LU
2020-04-08,130,LU
2020-04-09,133,LU
2020-04-10,135,LU
2020-04-11,136,LU
2020-04-12,137,LU
2020-04-13,139,LU
2020-04-14,140,LU
2020-04-15,141,LU
2020-04-16,144,LU
2020-04-17,147,LU
2020-04-18,149,LU
2020-04-19,150,LU
2020-04-20,151,LU
2020-04-21,153,LU
2020-04-22,154,LU
2020-04-23,156,LU
2020-04-24,158,LU
2020-04-25,158,LU
2020-04-26,159,LU
2020-04-27,161,LU
2020-04-28,162,LU
2020-04-29,165,LU
2020-04-30,165,LU
2020-05-01,165,LU
2020-05-02,165,LU
2020-05-03,165,LU
2020-05-04,166,LU
2020-05-05,166,LU
2020-05-06,167,LU
2020-05-07,167,LU
2020-05-08,167,LU
2020-05-09,167,LU
2020-05-10,167,LU
2020-05-11,168,LU
2020-05-12,168,LU
2020-05-13,168,LU
2020-05-14,168,LU
2020-05-15,169,LU
2020-05-16,169,LU
2020-05-17,170,LU
2020-05-18,171,LU
2020-05-19,171,LU
2020-05-20,172,LU
2020-05-21,172,LU
2020-05-22,172,LU
2020-05-23,172,LU
2020-05-24,172,LU
2020-05-25,172,LU
2020-05-26,172,LU
2020-05-27,172,LU
2020-05-28,172,LU
2020-05-29,172,LU
2020-05-30,172,LU
2020-05-31,172,LU
2020-06-01,172,LU
2020-06-02,172,LU
2020-06-03,172,LU
2020-06-04,172,LU
2020-02-24,0,NE
2020-02-25,0,NE
2020-02-26,0,NE
2020-02-27,0,NE
2020-02-28,0,NE
2020-02-29,0,NE
2020-03-01,0,NE
2020-03-02,0,NE
2020-03-03,1,NE
2020-03-04,5,NE
2020-03-05,5,NE
2020-03-06,7,NE
2020-03-07,10,NE
2020-03-08,14,NE
2020-03-09,15,NE
2020-03-10,18,NE
2020-03-11,22,NE
2020-03-12,23,NE
2020-03-13,31,NE
2020-03-14,36,NE
2020-03-15,39,NE
2020-03-16,46,NE
2020-03-17,57,NE
2020-03-18,73,NE
2020-03-19,84,NE
2020-03-20,92,NE
2020-03-21,95,NE
2020-03-22,102,NE
2020-03-23,115,NE
2020-03-24,129,NE
2020-03-25,140,NE
2020-03-26,151,NE
2020-03-27,165,NE
2020-03-28,173,NE
2020-03-29,186,NE
2020-03-30,201,NE
2020-03-31,214,NE
2020-04-01,220,NE
2020-04-02,226,NE
2020-04-03,236,NE
2020-04-04,238,NE
2020-04-05,244,NE
2020-04-06,259,NE
2020-04-07,273,NE
2020-04-08,275,NE
2020-04-09,287,NE
2020-04-10,297,NE
2020-04-11,307,NE
2020-04-12,309,NE
2020-04-13,320,NE
2020-04-14,327,NE
2020-04-15,334,NE
2020-04-16,336,NE
2020-04-17,341,NE
2020-04-18,341,NE
2020-04-19,343,NE
2020-04-20,348,NE
2020-04-21,352,NE
2020-04-22,356,NE
2020-04-23,359,NE
2020-04-24,360,NE
2020-04-25,360,NE
2020-04-26,361,NE
2020-04-27,363,NE
2020-04-28,365,NE
2020-04-29,368,NE
2020-04-30,369,NE
2020-05-01,370,NE
2020-05-02,371,NE
2020-05-03,372,NE
2020-05-04,373,NE
2020-05-05,374,NE
2020-05-06,377,NE
2020-05-07,378,NE
2020-05-08,380,NE
2020-05-09,380,NE
2020-05-10,381,NE
2020-05-11,382,NE
2020-05-12,383,NE
2020-05-13,383,NE
2020-05-14,383,NE
2020-05-15,383,NE
2020-05-16,383,NE
2020-05-17,383,NE
2020-05-18,383,NE
2020-05-19,384,NE
2020-05-20,385,NE
2020-05-21,385,NE
2020-05-22,385,NE
2020-05-23,386,NE
2020-05-24,386,NE
2020-05-25,386,NE
2020-05-26,386,NE
2020-05-27,386,NE
2020-05-28,386,NE
2020-05-29,387,NE
2020-05-30,387,NE
2020-05-31,387,NE
2020-06-01,387,NE
2020-06-02,387,NE
2020-06-03,387,NE
2020-06-04,387,NE
2020-02-24,0,NW
2020-02-25,0,NW
2020-02-26,0,NW
2020-02-27,0,NW
2020-02-28,0,NW
2020-02-29,0,NW
2020-03-01,0,NW
2020-03-02,0,NW
2020-03-03,0,NW
2020-03-04,0,NW
2020-03-05,0,NW
2020-03-06,0,NW
2020-03-07,0,NW
2020-03-08,2,NW
2020-03-09,11,NW
2020-03-10,16,NW
2020-03-11,16,NW
2020-03-12,16,NW
2020-03-13,20,NW
2020-03-14,25,NW
2020-03-15,25,NW
2020-03-16,60,NW
2020-03-17,64,NW
2020-03-18,74,NW
2020-03-19,78,NW
2020-03-20,90,NW
2020-03-21,94,NW
2020-03-22,99,NW
2020-03-23,104,NW
2020-03-24,111,NW
2020-03-25,124,NW
2020-03-26,134,NW
2020-03-27,164,NW
2020-03-28,168,NW
2020-03-29,168,NW
2020-03-30,180,NW
2020-03-31,187,NW
2020-04-01,192,NW
2020-04-02,199,NW
2020-04-03,205,NW
2020-04-04,210,NW
2020-04-05,210,NW
2020-04-06,224,NW
2020-04-07,229,NW
2020-04-08,236,NW
2020-04-09,238,NW
2020-04-10,240,NW
2020-04-11,242,NW
2020-04-12,245,NW
2020-04-13,245,NW
2020-04-14,245,NW
2020-04-15,249,NW
2020-04-16,249,NW
2020-04-17,249,NW
2020-04-18,249,NW
2020-04-19,249,NW
2020-04-20,249,NW
2020-04-21,249,NW
2020-04-22,249,NW
2020-04-23,252,NW
2020-04-24,254,NW
2020-04-25,254,NW
2020-04-26,256,NW
2020-04-27,259,NW
2020-04-28,259,NW
2020-04-29,259,NW
2020-04-30,259,NW
2020-05-01,259,NW
2020-05-02,259,NW
2020-05-03,259,NW
2020-05-04,261,NW
2020-05-05,261,NW
2020-05-06,261,NW
2020-05-07,261,NW
2020-05-08,263,NW
2020-05-09,268,NW
2020-05-10,270,NW
2020-05-11,270,NW
2020-05-12,277,NW
2020-05-13,277,NW
2020-05-14,277,NW
2020-05-15,279,NW
2020-05-16,279,NW
2020-05-17,279,NW
2020-05-18,279,NW
2020-05-19,279,NW
2020-05-20,279,NW
2020-05-21,279,NW
2020-05-22,279,NW
2020-05-23,279,NW
2020-05-24,279,NW
2020-05-25,279,NW
2020-05-26,279,NW
2020-05-27,279,NW
2020-05-28,279,NW
2020-05-29,279,NW
2020-05-30,282,NW
2020-05-31,282,NW
2020-06-01,282,NW
2020-06-02,282,NW
2020-06-03,282,NW
2020-06-04,282,NW
2020-02-24,0,OW
2020-02-25,0,OW
2020-02-26,0,OW
2020-02-27,0,OW
2020-02-28,0,OW
2020-02-29,0,OW
2020-03-01,0,OW
2020-03-02,0,OW
2020-03-03,0,OW
2020-03-04,0,OW
2020-03-05,0,OW
2020-03-06,0,OW
2020-03-07,0,OW
2020-03-08,0,OW
2020-03-09,0,OW
2020-03-10,2,OW
2020-03-11,18,OW
2020-03-12,18,OW
2020-03-13,26,OW
2020-03-14,39,OW
2020-03-15,39,OW
2020-03-16,44,OW
2020-03-17,47,OW
2020-03-18,52,OW
2020-03-19,52,OW
2020-03-20,55,OW
2020-03-21,60,OW
2020-03-22,66,OW
2020-03-23,68,OW
2020-03-24,68,OW
2020-03-25,74,OW
2020-03-26,81,OW
2020-03-27,92,OW
2020-03-28,97,OW
2020-03-29,103,OW
2020-03-30,108,OW
2020-03-31,111,OW
2020-04-01,118,OW
2020-04-02,129,OW
2020-04-03,129,OW
2020-04-04,132,OW
2020-04-05,140,OW
2020-04-06,142,OW
2020-04-07,145,OW
2020-04-08,148,OW
2020-04-09,148,OW
2020-04-10,148,OW
2020-04-11,148,OW
2020-04-12,148,OW
2020-04-13,148,OW
2020-04-14,148,OW
2020-04-15,150,OW
2020-04-16,155,OW
2020-04-17,158,OW
2020-04-18,158,OW
2020-04-19,158,OW
2020-04-20,158,OW
2020-04-21,158,OW
2020-04-22,161,OW
2020-04-23,166,OW
2020-04-24,169,OW
2020-04-25,174,OW
2020-04-26,179,OW
2020-04-27,185,OW
2020-04-28,190,OW
2020-04-29,192,OW
2020-04-30,192,OW
2020-05-01,192,OW
2020-05-02,195,OW
2020-05-03,195,OW
2020-05-04,195,OW
2020-05-05,195,OW
2020-05-06,195,OW
2020-05-07,195,OW
2020-05-08,195,OW
2020-05-09,195,OW
2020-05-10,195,OW
2020-05-11,195,OW
2020-05-12,195,OW
2020-05-13,195,OW
2020-05-14,195,OW
2020-05-15,195,OW
2020-05-16,195,OW
2020-05-17,195,OW
2020-05-18,198,OW
2020-05-19,198,OW
2020-05-20,203,OW
2020-05-21,203,OW
2020-05-22,203,OW
2020-05-23,203,OW
2020-05-24,203,OW
2020-05-25,203,OW
2020-05-26,203,OW
2020-05-27,203,OW
2020-05-28,203,OW
2020-05-29,203,OW
2020-05-30,203,OW
2020-05-31,203,OW
2020-06-01,203,OW
2020-06-02,203,OW
2020-06-03,203,OW
2020-06-04,203,OW
2020-02-24,0,SG
2020-02-25,0,SG
2020-02-26,0,SG
2020-02-27,0,SG
2020-02-28,0,SG
2020-02-29,0,SG
2020-03-01,0,SG
2020-03-02,0,SG
2020-03-03,0,SG
2020-03-04,0,SG
2020-03-05,0,SG
2020-03-06,0,SG
2020-03-07,0,SG
2020-03-08,1,SG
2020-03-09,2,SG
2020-03-10,2,SG
2020-03-11,4,SG
2020-03-12,5,SG
2020-03-13,7,SG
2020-03-14,9,SG
2020-03-15,9,SG
2020-03-16,15,SG
2020-03-17,20,SG
2020-03-18,25,SG
2020-03-19,29,SG
2020-03-20,37,SG
2020-03-21,39,SG
2020-03-22,41,SG
2020-03-23,51,SG
2020-03-24,56,SG
2020-03-25,62,SG
2020-03-26,68,SG
2020-03-27,75,SG
2020-03-28,77,SG
2020-03-29,77,SG
2020-03-30,84,SG
2020-03-31,91,SG
2020-04-01,95,SG
2020-04-02,100,SG
2020-04-03,106,SG
2020-04-04,108,SG
2020-04-05,109,SG
2020-04-06,116,SG
2020-04-07,121,SG
2020-04-08,123,SG
2020-04-09,126,SG
2020-04-10,126,SG
2020-04-11,128,SG
2020-04-12,129,SG
2020-04-13,131,SG
2020-04-14,132,SG
2020-04-15,134,SG
2020-04-16,136,SG
2020-04-17,138,SG
2020-04-18,139,SG
2020-04-19,139,SG
2020-04-20,142,SG
2020-04-21,144,SG
2020-04-22,145,SG
2020-04-23,146,SG
2020-04-24,148,SG
2020-04-25,149,SG
2020-04-26,149,SG
2020-04-27,150,SG
2020-04-28,150,SG
2020-04-29,152,SG
2020-04-30,152,SG
2020-05-01,152,SG
2020-05-02,152,SG
2020-05-03,152,SG
2020-05-04,153,SG
2020-05-05,153,SG
2020-05-06,153,SG
2020-05-07,153,SG
2020-05-08,154,SG
2020-05-09,154,SG
2020-05-10,154,SG
2020-05-11,154,SG
2020-05-12,154,SG
2020-05-13,154,SG
2020-05-14,154,SG
2020-05-15,154,SG
2020-05-16,154,SG
2020-05-17,154,SG
2020-05-18,155,SG
2020-05-19,155,SG
2020-05-20,155,SG
2020-05-21,155,SG
2020-05-22,155,SG
2020-05-23,155,SG
2020-05-24,155,SG
2020-05-25,155,SG
2020-05-26,155,SG
2020-05-27,155,SG
2020-05-28,155,SG
2020-05-29,155,SG
2020-05-30,155,SG
2020-05-31,155,SG
2020-06-01,155,SG
2020-06-02,155,SG
2020-06-03,155,SG
2020-06-04,155,SG
2020-02-24,0,SH
2020-02-25,0,SH
2020-02-26,0,SH
2020-02-27,0,SH
2020-02-28,0,SH
2020-02-29,0,SH
2020-03-01,0,SH
2020-03-02,0,SH
2020-03-03,0,SH
2020-03-04,0,SH
2020-03-05,0,SH
2020-03-06,0,SH
2020-03-07,0,SH
2020-03-08,0,SH
2020-03-09,0,SH
2020-03-10,1,SH
2020-03-11,1,SH
2020-03-12,1,SH
2020-03-13,1,SH
2020-03-14,2,SH
2020-03-15,2,SH
2020-03-16,8,SH
2020-03-17,12,SH
2020-03-18,15,SH
2020-03-19,19,SH
2020-03-20,35,SH
2020-03-21,37,SH
2020-03-22,39,SH
2020-03-23,41,SH
2020-03-24,42,SH
2020-03-25,45,SH
2020-03-26,48,SH
2020-03-27,48,SH
2020-03-28,50,SH
2020-03-29,52,SH
2020-03-30,53,SH
2020-03-31,56,SH
2020-04-01,57,SH
2020-04-02,58,SH
2020-04-03,59,SH
2020-04-04,61,SH
2020-04-05,61,SH
2020-04-06,64,SH
2020-04-07,64,SH
2020-04-08,67,SH
2020-04-09,69,SH
2020-04-10,69,SH
2020-04-11,69,SH
2020-04-12,72,SH
2020-04-13,73,SH
2020-04-14,73,SH
2020-04-15,74,SH
2020-04-16,75,SH
2020-04-17,76,SH
2020-04-18,76,SH
2020-04-19,76,SH
2020-04-20,78,SH
2020-04-21,82,SH
2020-04-22,86,SH
2020-04-23,87,SH
2020-04-24,89,SH
2020-04-25,90,SH
2020-04-26,90,SH
2020-04-27,90,SH
2020-04-28,91,SH
2020-04-29,91,SH
2020-04-30,91,SH
2020-05-01,91,SH
2020-05-02,91,SH
2020-05-03,91,SH
2020-05-04,91,SH
2020-05-05,92,SH
2020-05-06,93,SH
2020-05-07,95,SH
2020-05-08,95,SH
2020-05-09,95,SH
2020-05-10,95,SH
2020-05-11,95,SH
2020-05-12,95,SH
2020-05-13,95,SH
2020-05-14,95,SH
2020-05-15,95,SH
2020-05-16,95,SH
2020-05-17,95,SH
2020-05-18,95,SH
2020-05-19,95,SH
2020-05-20,95,SH
2020-05-21,95,SH
2020-05-22,95,SH
2020-05-23,95,SH
2020-05-24,96,SH
2020-05-25,96,SH
2020-05-26,96,SH
2020-05-27,96,SH
2020-05-28,96,SH
2020-05-29,96,SH
2020-05-30,96,SH
2020-05-31,96,SH
2020-06-01,96,SH
2020-06-02,96,SH
2020-06-03,96,SH
2020-06-04,96,SH
2020-02-24,0,SO
2020-02-25,0,SO
2020-02-26,0,SO
2020-02-27,0,SO
2020-02-28,0,SO
2020-02-29,0,SO
2020-03-01,0,SO
2020-03-02,0,SO
2020-03-03,0,SO
2020-03-04,0,SO
2020-03-05,0,SO
2020-03-06,0,SO
2020-03-07,0,SO
2020-03-08,0,SO
2020-03-09,1,SO
2020-03-10,2,SO
2020-03-11,2,SO
2020-03-12,4,SO
2020-03-13,4,SO
2020-03-14,5,SO
2020-03-15,6,SO
2020-03-16,13,SO
2020-03-17,15,SO
2020-03-18,19,SO
2020-03-19,22,SO
2020-03-20,29,SO
2020-03-21,31,SO
2020-03-22,35,SO
2020-03-23,41,SO
2020-03-24,48,SO
2020-03-25,53,SO
2020-03-26,59,SO
2020-03-27,66,SO
2020-03-28,67,SO
2020-03-29,69,SO
2020-03-30,76,SO
2020-03-31,79,SO
2020-04-01,82,SO
2020-04-02,87,SO
2020-04-03,90,SO
2020-04-04,91,SO
2020-04-05,92,SO
2020-04-06,98,SO
2020-04-07,100,SO
2020-04-08,104,SO
2020-04-09,108,SO
2020-04-10,109,SO
2020-04-11,112,SO
2020-04-12,113,SO
2020-04-13,114,SO
2020-04-14,118,SO
2020-04-15,120,SO
2020-04-16,122,SO
2020-04-17,123,SO
2020-04-18,123,SO
2020-04-19,124,SO
2020-04-20,127,SO
2020-04-21,128,SO
2020-04-22,130,SO
2020-04-23,130,SO
2020-04-24,131,SO
2020-04-25,132,SO
2020-04-26,132,SO
2020-04-27,132,SO
2020-04-28,134,SO
2020-04-29,134,SO
2020-04-30,135,SO
2020-05-01,138,SO
2020-05-02,138,SO
2020-05-03,138,SO
2020-05-04,139,SO
2020-05-05,140,SO
2020-05-06,140,SO
2020-05-07,143,SO
2020-05-08,145,SO
2020-05-09,145,SO
2020-05-10,146,SO
2020-05-11,146,SO
2020-05-12,147,SO
2020-05-13,147,SO
2020-05-14,147,SO
2020-05-15,149,SO
2020-05-16,149,SO
2020-05-17,150,SO
2020-05-18,150,SO
2020-05-19,150,SO
2020-05-20,150,SO
2020-05-21,150,SO
2020-05-22,150,SO
2020-05-23,150,SO
2020-05-24,150,SO
2020-05-25,150,SO
2020-05-26,151,SO
2020-05-27,151,SO
2020-05-28,152,SO
2020-05-29,152,SO
2020-05-30,152,SO
2020-05-31,152,SO
2020-06-01,152,SO
2020-06-02,153,SO
2020-06-03,153,SO
2020-06-04,153,SO
2020-02-24,0,SZ
2020-02-25,0,SZ
2020-02-26,0,SZ
2020-02-27,0,SZ
2020-02-28,0,SZ
2020-02-29,0,SZ
2020-03-01,0,SZ
2020-03-02,1,SZ
2020-03-03,3,SZ
2020-03-04,3,SZ
2020-03-05,3,SZ
2020-03-06,3,SZ
2020-03-07,3,SZ
2020-03-08,3,SZ
2020-03-09,5,SZ
2020-03-10,5,SZ
2020-03-11,6,SZ
2020-03-12,10,SZ
2020-03-13,13,SZ
2020-03-14,15,SZ
2020-03-15,17,SZ
2020-03-16,27,SZ
2020-03-17,31,SZ
2020-03-18,44,SZ
2020-03-19,47,SZ
2020-03-20,51,SZ
2020-03-21,52,SZ
2020-03-22,55,SZ
2020-03-23,62,SZ
2020-03-24,67,SZ
2020-03-25,71,SZ
2020-03-26,78,SZ
2020-03-27,80,SZ
2020-03-28,82,SZ
2020-03-29,82,SZ
2020-03-30,89,SZ
2020-03-31,93,SZ
2020-04-01,98,SZ
2020-04-02,99,SZ
2020-04-03,108,SZ
2020-04-04,111,SZ
2020-04-05,114,SZ
2020-04-06,119,SZ
2020-04-07,122,SZ
2020-04-08,133,SZ
2020-04-09,150,SZ
2020-04-10,152,SZ
2020-04-11,153,SZ
2020-04-12,154,SZ
2020-04-13,155,SZ
2020-04-14,158,SZ
2020-04-15,159,SZ
2020-04-16,160,SZ
2020-04-17,162,SZ
2020-04-18,164,SZ
2020-04-19,165,SZ
2020-04-20,167,SZ
2020-04-21,168,SZ
2020-04-22,170,SZ
2020-04-23,174,SZ
2020-04-24,175,SZ
2020-04-25,175,SZ
2020-04-26,175,SZ
2020-04-27,176,SZ
2020-04-28,180,SZ
2020-04-29,180,SZ
2020-04-30,181,SZ
2020-05-01,181,SZ
2020-05-02,181,SZ
2020-05-03,181,SZ
2020-05-04,181,SZ
2020-05-05,181,SZ
2020-05-06,181,SZ
2020-05-07,182,SZ
2020-05-08,182,SZ
2020-05-09,182,SZ
2020-05-10,182,SZ
2020-05-11,182,SZ
2020-05-12,182,SZ
2020-05-13,182,SZ
2020-05-14,182,SZ
2020-05-15,182,SZ
2020-05-16,182,SZ
2020-05-17,182,SZ
2020-05-18,182,SZ
2020-05-19,182,SZ
2020-05-20,182,SZ
2020-05-21,182,SZ
2020-05-22,182,SZ
2020-05-23,182,SZ
2020-05-24,182,SZ
2020-05-25,182,SZ
2020-05-26,182,SZ
2020-05-27,182,SZ
2020-05-28,182,SZ
2020-05-29,182,SZ
2020-05-30,182,SZ
2020-05-31,182,SZ
2020-06-01,182,SZ
2020-06-02,182,SZ
2020-06-03,182,SZ
2020-06-04,182,SZ
2020-02-24,0,TG
2020-02-25,0,TG
2020-02-26,0,TG
2020-02-27,0,TG
2020-02-28,0,TG
2020-02-29,0,TG
2020-03-01,0,TG
2020-03-02,0,TG
2020-03-03,0,TG
2020-03-04,0,TG
2020-03-05,0,TG
2020-03-06,0,TG
2020-03-07,0,TG
2020-03-08,0,TG
2020-03-09,1,TG
2020-03-10,1,TG
2020-03-11,2,TG
2020-03-12,2,TG
2020-03-13,5,TG
2020-03-14,5,TG
2020-03-15,6,TG
2020-03-16,10,TG
2020-03-17,13,TG
2020-03-18,16,TG
2020-03-19,18,TG
2020-03-20,25,TG
2020-03-21,26,TG
2020-03-22,27,TG
2020-03-23,31,TG
2020-03-24,36,TG
2020-03-25,39,TG
2020-03-26,42,TG
2020-03-27,48,TG
2020-03-28,50,TG
2020-03-29,51,TG
2020-03-30,58,TG
2020-03-31,62,TG
2020-04-01,67,TG
2020-04-02,72,TG
2020-04-03,75,TG
2020-04-04,77,TG
2020-04-05,79,TG
2020-04-06,86,TG
2020-04-07,92,TG
2020-04-08,95,TG
2020-04-09,99,TG
2020-04-10,101,TG
2020-04-11,102,TG
2020-04-12,103,TG
2020-04-13,104,TG
2020-04-14,107,TG
2020-04-15,110,TG
2020-04-16,112,TG
2020-04-17,113,TG
2020-04-18,115,TG
2020-04-19,116,TG
2020-04-20,121,TG
2020-04-21,122,TG
2020-04-22,123,TG
2020-04-23,123,TG
2020-04-24,123,TG
2020-04-25,123,TG
2020-04-26,123,TG
2020-04-27,124,TG
2020-04-28,124,TG
2020-04-29,125,TG
2020-04-30,125,TG
2020-05-01,125,TG
2020-05-02,125,TG
2020-05-03,125,TG
2020-05-04,126,TG
2020-05-05,126,TG
2020-05-06,126,TG
2020-05-07,126,TG
2020-05-08,126,TG
2020-05-09,126,TG
2020-05-10,126,TG
2020-05-11,126,TG
2020-05-12,127,TG
2020-05-13,127,TG
2020-05-14,127,TG
2020-05-15,127,TG
2020-05-16,127,TG
2020-05-17,127,TG
2020-05-18,127,TG
2020-05-19,127,TG
2020-05-20,127,TG
2020-05-21,127,TG
2020-05-22,127,TG
2020-05-23,127,TG
2020-05-24,127,TG
2020-05-25,127,TG
2020-05-26,127,TG
2020-05-27,127,TG
2020-05-28,127,TG
2020-05-29,128,TG
2020-05-30,128,TG
2020-05-31,128,TG
2020-06-01,128,TG
2020-06-02,128,TG
2020-06-03,128,TG
2020-06-04,128,TG
2020-02-24,0,UR
2020-02-25,0,UR
2020-02-26,0,UR
2020-02-27,0,UR
2020-02-28,0,UR
2020-02-29,0,UR
2020-03-01,0,UR
2020-03-02,0,UR
2020-03-03,0,UR
2020-03-04,0,UR
2020-03-05,0,UR
2020-03-06,0,UR
2020-03-07,0,UR
2020-03-08,0,UR
2020-03-09,0,UR
2020-03-10,0,UR
2020-03-11,0,UR
2020-03-12,0,UR
2020-03-13,0,UR
2020-03-14,0,UR
2020-03-15,0,UR
2020-03-16,2,UR
2020-03-17,11,UR
2020-03-18,13,UR
2020-03-19,13,UR
2020-03-20,24,UR
2020-03-21,30,UR
2020-03-22,49,UR
2020-03-23,68,UR
2020-03-24,85,UR
2020-03-25,93,UR
2020-03-26,107,UR
2020-03-27,123,UR
2020-03-28,131,UR
2020-03-29,137,UR
2020-03-30,148,UR
2020-03-31,153,UR
2020-04-01,161,UR
2020-04-02,170,UR
2020-04-03,175,UR
2020-04-04,175,UR
2020-04-05,175,UR
2020-04-06,183,UR
2020-04-07,183,UR
2020-04-08,189,UR
2020-04-09,192,UR
2020-04-10,192,UR
2020-04-11,194,UR
2020-04-12,197,UR
2020-04-13,197,UR
2020-04-14,197,UR
2020-04-15,200,UR
2020-04-16,200,UR
2020-04-17,200,UR
2020-04-18,200,UR
2020-04-19,200,UR
2020-04-20,200,UR
2020-04-21,200,UR
2020-04-22,200,UR
2020-04-23,200,UR
2020-04-24,205,UR
2020-04-25,205,UR
2020-04-26,216,UR
2020-04-27,219,UR
2020-04-28,219,UR
2020-04-29,222,UR
2020-04-30,225,UR
2020-05-01,233,UR
2020-05-02,233,UR
2020-05-03,236,UR
2020-05-04,236,UR
2020-05-05,238,UR
2020-05-06,241,UR
2020-05-07,241,UR
2020-05-08,241,UR
2020-05-09,241,UR
2020-05-10,241,UR
2020-05-11,241,UR
2020-05-12,241,UR
2020-05-13,241,UR
2020-05-14,244,UR
2020-05-15,244,UR
2020-05-16,244,UR
2020-05-17,244,UR
2020-05-18,244,UR
2020-05-19,247,UR
2020-05-20,247,UR
2020-05-21,247,UR
2020-05-22,247,UR
2020-05-23,247,UR
2020-05-24,247,UR
2020-05-25,247,UR
2020-05-26,247,UR
2020-05-27,247,UR
2020-05-28,247,UR
2020-05-29,247,UR
2020-05-30,247,UR
2020-05-31,247,UR
2020-06-01,247,UR
2020-06-02,247,UR
2020-06-03,247,UR
2020-06-04,247,UR
2020-02-24,0,VD
2020-02-25,0,VD
2020-02-26,0,VD
2020-02-27,0,VD
2020-02-28,0,VD
2020-02-29,0,VD
2020-03-01,0,VD
2020-03-02,0,VD
2020-03-03,1,VD
2020-03-04,2,VD
2020-03-05,3,VD
2020-03-06,4,VD
2020-03-07,6,VD
2020-03-08,7,VD
2020-03-09,11,VD
2020-03-10,16,VD
2020-03-11,26,VD
2020-03-12,35,VD
2020-03-13,47,VD
2020-03-14,60,VD
2020-03-15,72,VD
2020-03-16,102,VD
2020-03-17,133,VD
2020-03-18,166,VD
2020-03-19,194,VD
2020-03-20,224,VD
2020-03-21,239,VD
2020-03-22,252,VD
2020-03-23,291,VD
2020-03-24,325,VD
2020-03-25,349,VD
2020-03-26,374,VD
2020-03-27,404,VD
2020-03-28,421,VD
2020-03-29,432,VD
2020-03-30,458,VD
2020-03-31,479,VD
2020-04-01,498,VD
2020-04-02,515,VD
2020-04-03,532,VD
2020-04-04,541,VD
2020-04-05,546,VD
2020-04-06,561,VD
2020-04-07,571,VD
2020-04-08,583,VD
2020-04-09,595,VD
2020-04-10,601,VD
2020-04-11,606,VD
2020-04-12,611,VD
2020-04-13,616,VD
2020-04-14,625,VD
2020-04-15,631,VD
2020-04-16,635,VD
2020-04-17,639,VD
2020-04-18,642,VD
2020-04-19,643,VD
2020-04-20,647,VD
2020-04-21,651,VD
2020-04-22,654,VD
2020-04-23,658,VD
2020-04-24,661,VD
