date,canton_name,total_trips,dataset,train_trips,road_trips,highway_trips,commuter_trips,non_commuter_trips
2020-01-14,Neuchatel,507471,2020,42590,399600,65292,138402,369080
2020-01-14,Appenzell-Innerrhoden,36153,2020,3161,31883,1117,7106,29055
2020-01-14,Solothurn,1168574,2020,253297,650614,264674,288480,880106
2020-01-14,Aargau,2180780,2020,346049,1359759,474983,571141,1609651
2020-01-14,Schwyz,597087,2020,77406,364073,155619,136158,460940
2020-01-14,Uri,104107,2020,12415,55907,35793,17377,86739
2020-01-14,Schaffhausen,237158,2020,27668,203064,6437,59316,177853
2020-01-14,Ticino,862263,2020,31341,705803,125131,221991,640285
2020-01-14,Basel-Landschaft,1100579,2020,129695,751790,219107,292793,807799
2020-01-14,Geneve,1593029,2020,88598,1398356,106085,491738,1101303
2020-01-14,Luzern,1233022,2020,129252,844028,259753,316013,917020
2020-01-14,Freiburg,898306,2020,79811,660625,157881,217798,680519
2020-01-14,Bern,3133292,2020,465413,2231993,435907,791888,2341426
2020-01-14,Graubunden,586067,2020,67526,425513,93050,116118,469973
2020-01-14,Sankt-Gallen,1715255,2020,187415,1146149,381709,414779,1300495
2020-01-15,Thurgau,877858,2020,99831,622791,155245,207845,670023
2020-01-15,Glarus,169937,2020,31740,73696,64509,30841,139105
2020-01-15,Zug,596429,2020,92680,337772,165989,166911,429531
2020-01-15,Jura,187449,2020,16177,164620,6662,45418,142042
2020-01-15,Obwalden,96775,2020,10163,76851,9773,20343,76443
2020-01-15,Appenzell-Ausserrhoden,196610,2020,23083,161558,11978,44266,152354
2020-01-15,Nidwalden,198157,2020,17151,113905,67112,42645,155523
2020-01-15,Zurich,4622909,2020,762242,3305478,555201,1281121,3341800
2020-01-15,Waadt,2441259,2020,246464,1760927,433879,596389,1844881
2020-01-15,Basel-Stadt,987804,2020,124027,729302,134484,270249,717563
2020-01-15,Wallis,794614,2020,86929,592015,115680,156862,637764
2020-01-15,Neuchatel,520574,2020,43896,408507,68182,134657,385928
2020-01-15,Appenzell-Innerrhoden,39579,2020,3341,35011,1239,7398,32193
2020-01-15,Solothurn,1204864,2020,263887,665933,275050,284152,920719
2020-01-15,Aargau,2237323,2020,356425,1391489,489420,557368,1679967
2020-01-15,Schwyz,628381,2020,80850,381809,165729,134551,493838
2020-01-15,Uri,113800,2020,13558,61023,39230,18079,95733
2020-01-15,Schaffhausen,245995,2020,28333,210665,7008,58532,187475
2020-01-15,Ticino,866450,2020,32459,705130,128875,216331,650134
2020-01-15,Basel-Landschaft,1126973,2020,136715,758887,231380,286979,840004
2020-01-15,Geneve,1580698,2020,86619,1384563,109525,458964,1121743
2020-01-15,Luzern,1287928,2020,134687,878490,274759,312883,975053
2020-01-15,Freiburg,925210,2020,81116,679775,164330,211442,713779
2020-01-15,Bern,3206328,2020,479328,2274900,452120,774385,2431963
2020-01-15,Graubunden,629515,2020,73968,454268,101301,117476,512062
2020-01-15,Sankt-Gallen,1777643,2020,192655,1179100,405905,409826,1367836
2020-01-16,Thurgau,856888,2020,99004,602576,155318,202393,654506
2020-01-16,Glarus,177218,2020,32644,75228,69357,32328,144901
2020-01-16,Zug,583952,2020,93515,326144,164303,163857,420106
2020-01-16,Jura,177357,2020,15474,155438,6454,44030,133337
2020-01-16,Obwalden,97094,2020,10332,75652,11122,19929,77177
2020-01-16,Appenzell-Ausserrhoden,187687,2020,21957,154459,11282,42640,145059
2020-01-16,Nidwalden,193621,2020,16956,111320,65358,41544,152090
2020-01-16,Zurich,4511708,2020,759515,3189312,562892,1261579,3250141
2020-01-16,Waadt,2354770,2020,244244,1677441,433094,591077,1763702
2020-01-16,Basel-Stadt,980953,2020,127072,718075,135818,266819,714146
2020-01-16,Wallis,770984,2020,87609,567094,116288,154228,616765
2020-01-16,Neuchatel,503602,2020,43425,392953,67234,133718,369894
2020-01-16,Appenzell-Innerrhoden,36494,2020,2523,32853,1130,6915,29591
2020-01-16,Solothurn,1191538,2020,271220,645105,275222,279817,911732
2020-01-16,Aargau,2172556,2020,362325,1321181,489057,545164,1627400
2020-01-16,Schwyz,612077,2020,80375,363073,168642,131967,480123
2020-01-16,Uri,111904,2020,14400,57926,39588,17704,94210
2020-01-16,Schaffhausen,243475,2020,27481,208956,7049,58444,185042
2020-01-16,Ticino,845792,2020,31632,687282,126888,212074,633729
2020-01-16,Basel-Landschaft,1105507,2020,140109,734501,230908,280864,824654
2020-01-16,Geneve,1566630,2020,92525,1361275,112840,465688,1100952
2020-01-16,Luzern,1237094,2020,134219,838300,264587,304515,932592
2020-01-16,Freiburg,904012,2020,81447,659366,163211,209425,694599
2020-01-16,Bern,3154418,2020,488344,2215479,450615,766536,2387902
2020-01-16,Graubunden,631819,2020,73847,453062,104931,116455,515387
2020-01-16,Sankt-Gallen,1736097,2020,188416,1137807,409893,401564,1334552
2020-01-17,Thurgau,905391,2020,103634,632345,169426,201012,704393
2020-01-17,Glarus,216376,2020,40996,83983,91409,37570,178819
2020-01-17,Zug,611485,2020,94335,343963,173199,158022,453476
2020-01-17,Jura,189606,2020,16328,165053,8235,45057,144559
2020-01-17,Obwalden,106230,2020,10996,82996,12249,20561,85680
2020-01-17,Appenzell-Ausserrhoden,198868,2020,23920,162641,12316,42271,156606
2020-01-17,Nidwalden,211081,2020,18522,120024,72543,42477,168612
2020-01-17,Zurich,4653311,2020,754551,3291058,607710,1203799,3449522
2020-01-17,Waadt,2470073,2020,262413,1740479,467193,579445,1890640
2020-01-17,Basel-Stadt,1043638,2020,129299,769503,144847,257505,786145
2020-01-17,Wallis,871921,2020,106670,622276,142985,163918,708014
2020-01-17,Neuchatel,516693,2020,45152,400333,71221,130428,386279
2020-01-17,Appenzell-Innerrhoden,39178,2020,3398,34529,1261,7046,32142
2020-01-17,Solothurn,1225923,2020,262547,666201,297186,270693,955241
2020-01-17,Aargau,2248446,2020,350342,1384405,513710,526459,1721999
2020-01-17,Schwyz,675998,2020,91667,387433,196909,136603,539407
2020-01-17,Uri,125582,2020,16761,62692,46141,19509,106086
2020-01-17,Schaffhausen,254676,2020,28904,217931,7852,57125,197563
2020-01-17,Ticino,909367,2020,35080,737269,137030,216036,693343
2020-01-17,Basel-Landschaft,1143857,2020,139439,757528,246902,272357,871513
2020-01-17,Geneve,1603755,2020,96041,1384020,123704,451067,1152698
2020-01-17,Luzern,1304509,2020,137755,884857,281908,299256,1005265
2020-01-17,Freiburg,952956,2020,85232,685508,182225,206938,746028
2020-01-17,Bern,3306041,2020,519985,2290106,495975,734696,2571371
2020-01-17,Graubunden,771727,2020,92882,536885,141979,130059,641688
2020-01-17,Sankt-Gallen,1905498,2020,209697,1225639,470180,405254,1500264
2020-01-18,Thurgau,752315,2020,70895,530154,151274,67836,684488
2020-01-18,Glarus,186694,2020,33253,70548,82903,13705,173000
2020-01-18,Zug,447840,2020,59647,246604,141602,38741,409112
2020-01-18,Jura,150643,2020,10556,133514,6583,16386,134267
2020-01-18,Obwalden,94701,2020,9772,73549,11389,7841,86869
2020-01-18,Appenzell-Ausserrhoden,157355,2020,17106,129263,10996,15596,141769
2020-01-18,Nidwalden,187780,2020,16641,108748,62403,15111,172680
2020-01-18,Zurich,3570013,2020,446221,2593643,530157,328934,3241087
2020-01-18,Waadt,2056317,2020,174157,1466066,416101,187549,1868776
2020-01-18,Basel-Stadt,739853,2020,76868,536619,126377,68512,671352
2020-01-18,Wallis,850597,2020,93888,634397,122322,74263,776344
2020-01-18,Neuchatel,411765,2020,28868,321048,61859,39212,372562
2020-01-18,Appenzell-Innerrhoden,32083,2020,2828,28035,1230,3259,28835
2020-01-18,Solothurn,981185,2020,166335,548094,266768,80478,900719
2020-01-18,Aargau,1825510,2020,216564,1160055,448902,152777,1672745
2020-01-18,Schwyz,572813,2020,69076,334341,169404,46983,525838
2020-01-18,Uri,111531,2020,14552,56324,40667,8343,103201
2020-01-18,Schaffhausen,206741,2020,18892,179104,8756,19011,187741
2020-01-18,Ticino,715578,2020,22952,580197,112443,72590,643003
2020-01-18,Basel-Landschaft,867467,2020,83331,574068,210077,74969,792507
2020-01-18,Geneve,1204459,2020,55741,1030454,118274,113598,1090872
2020-01-18,Luzern,1108726,2020,112310,762638,233789,101337,1007400
2020-01-18,Freiburg,851358,2020,62017,617140,172211,74355,777014
2020-01-18,Bern,2768099,2020,401909,1935092,431122,243746,2524379
2020-01-18,Graubunden,692140,2020,74472,495326,122364,58496,633669
2020-01-18,Sankt-Gallen,1544520,2020,150077,992228,402234,136252,1408288
2020-01-19,Thurgau,507005,2020,51453,336567,118997,37562,469455
2020-01-19,Glarus,187402,2020,34871,62288,90253,12823,174590
2020-01-19,Zug,343197,2020,46797,177485,118927,24295,318916
2020-01-19,Jura,105218,2020,8774,90794,5659,9669,95558
2020-01-19,Obwalden,79527,2020,7536,60866,11136,5511,74027
2020-01-19,Appenzell-Ausserrhoden,124279,2020,13276,100972,10040,9898,114391
2020-01-19,Nidwalden,154537,2020,12492,88535,53519,10570,143976
2020-01-19,Zurich,2474316,2020,327408,1709142,437776,192190,2282137
2020-01-19,Waadt,1469936,2020,131468,1010771,327708,117939,1352009
2020-01-19,Basel-Stadt,463778,2020,58516,316827,88445,39497,424292
2020-01-19,Wallis,683884,2020,85642,488347,109905,51931,631964
2020-01-19,Neuchatel,272126,2020,24283,203446,44409,23057,249082
2020-01-19,Appenzell-Innerrhoden,29796,2020,2401,26076,1329,2321,27486
2020-01-19,Solothurn,709280,2020,137550,361675,210066,49521,659770
2020-01-19,Aargau,1274677,2020,167350,745049,362292,88542,1186150
2020-01-19,Schwyz,489927,2020,65735,265181,159024,34062,455879
2020-01-19,Uri,110445,2020,16635,50688,43133,7042,103415
2020-01-19,Schaffhausen,136613,2020,13570,115051,8003,10620,126005
2020-01-19,Ticino,502611,2020,19411,391429,91784,41746,460879
2020-01-19,Basel-Landschaft,591664,2020,64560,372966,154149,45336,546340
2020-01-19,Geneve,816776,2020,46823,675739,94224,69879,746907
2020-01-19,Luzern,788330,2020,78560,525384,184397,59253,729088
2020-01-19,Freiburg,620658,2020,48207,436987,135475,46652,574017
2020-01-19,Bern,2004708,2020,291970,1375158,337602,151127,1853603
2020-01-19,Graubunden,625827,2020,71214,424169,130462,46381,579464
2020-01-19,Sankt-Gallen,1176472,2020,120133,710540,345821,83737,1092758
2020-01-20,Thurgau,830884,2020,94329,586533,150033,212173,618723
2020-01-20,Glarus,176970,2020,32922,73981,70077,34107,142873
2020-01-20,Zug,565362,2020,87588,319560,158227,173947,391427
2020-01-20,Jura,171608,2020,14108,151221,6292,45978,125644
2020-01-20,Obwalden,90731,2020,9621,71300,9818,20109,70630
2020-01-20,Appenzell-Ausserrhoden,179738,2020,21369,147880,10501,44675,135075
2020-01-20,Nidwalden,186011,2020,15744,106969,63308,43159,142863
2020-01-20,Zurich,4412559,2020,720806,3138852,552912,1320103,3092468
2020-01-20,Waadt,2338581,2020,242476,1673414,422702,624729,1713863
2020-01-20,Basel-Stadt,884371,2020,103537,662360,118483,273650,610731
2020-01-20,Wallis,774096,2020,87866,572160,114080,162082,612026
2020-01-20,Neuchatel,479952,2020,40720,374540,64704,136297,343667
2020-01-20,Appenzell-Innerrhoden,33732,2020,2891,29867,984,7343,26400
2020-01-20,Solothurn,1117373,2020,226427,628973,261983,290353,827031
2020-01-20,Aargau,2090489,2020,323321,1297899,469283,574115,1516388
2020-01-20,Schwyz,609457,2020,79639,361381,168447,141814,467654
2020-01-20,Uri,106193,2020,13391,55252,37563,18649,87557
2020-01-20,Schaffhausen,233398,2020,27555,199080,6772,59980,173427
2020-01-20,Ticino,853000,2020,31983,694255,126770,223101,629908
2020-01-20,Basel-Landschaft,1046606,2020,114454,720531,211631,293817,752799
2020-01-20,Geneve,1525280,2020,89286,1325780,110224,485835,1039455
2020-01-20,Luzern,1194576,2020,122668,813469,258450,316598,877990
2020-01-20,Freiburg,893449,2020,80255,653990,159213,219086,674373
2020-01-20,Bern,3051365,2020,451862,2164239,435286,793992,2257396
2020-01-20,Graubunden,684193,2020,77765,499211,107239,123581,560635
2020-01-20,Sankt-Gallen,1703845,2020,185582,1118021,400264,421679,1282189
2020-01-21,Thurgau,850474,2020,98308,599187,152989,211247,639238
2020-01-21,Glarus,175157,2020,33289,75030,66850,33326,141844
2020-01-21,Zug,597691,2020,92957,337773,166971,177048,420654
2020-01-21,Jura,181324,2020,14645,160076,6615,47171,134165
2020-01-21,Obwalden,96446,2020,9889,76276,10294,20776,75684
2020-01-21,Appenzell-Ausserrhoden,187343,2020,22280,153889,11184,45079,142275
2020-01-21,Nidwalden,194082,2020,16460,112351,65281,44462,149630
2020-01-21,Zurich,4572241,2020,762655,3246903,562694,1342911,3229342
2020-01-21,Waadt,2424883,2020,251599,1737709,435586,629560,1795335
2020-01-21,Basel-Stadt,913608,2020,105225,689609,118785,281717,631903
2020-01-21,Wallis,795986,2020,90173,588972,116850,164349,631647
2020-01-21,Neuchatel,513151,2020,44046,400831,68287,141050,372115
2020-01-21,Appenzell-Innerrhoden,35520,2020,3081,31403,1046,7363,28167
2020-01-21,Solothurn,1183578,2020,252009,656977,274603,298366,885223
2020-01-21,Aargau,2173314,2020,343191,1344688,485445,580599,1592725
2020-01-21,Schwyz,622005,2020,81943,372363,167710,139161,482857
2020-01-21,Uri,110278,2020,14283,58009,37998,18436,91853
2020-01-21,Schaffhausen,238796,2020,27488,204404,6913,60081,178724
2020-01-21,Ticino,875961,2020,33129,713926,128918,225303,650671
2020-01-21,Basel-Landschaft,1081356,2020,118750,747081,215535,300268,781099
2020-01-21,Geneve,1572848,2020,90327,1372867,109668,495134,1077728
2020-01-21,Luzern,1242298,2020,131309,841143,269856,319627,922681
2020-01-21,Freiburg,926302,2020,83388,678769,164155,222466,703847
2020-01-21,Bern,3193955,2020,478102,2264062,451812,808949,2385028
2020-01-21,Graubunden,724154,2020,83400,536331,104445,122573,601603
2020-01-21,Sankt-Gallen,1737038,2020,190571,1143882,402607,421852,1315208
2020-01-22,Thurgau,861993,2020,97208,606248,158549,209531,652475
2020-01-22,Glarus,179745,2020,34506,75873,69373,32807,146946
2020-01-22,Zug,596206,2020,92074,333826,170319,171143,425076
2020-01-22,Jura,184424,2020,14473,163299,6662,45701,138733
2020-01-22,Obwalden,101975,2020,11018,80289,10679,20584,81402
2020-01-22,Appenzell-Ausserrhoden,192528,2020,22903,158340,11297,44295,148246
2020-01-22,Nidwalden,204744,2020,17380,118552,68825,43496,161262
2020-01-22,Zurich,4567391,2020,752820,3239746,574836,1305954,3261448
2020-01-22,Waadt,2465339,2020,250979,1768178,446192,609383,1855966
2020-01-22,Basel-Stadt,899549,2020,105402,674517,119642,270709,628853
2020-01-22,Wallis,820908,2020,93279,606544,121097,160026,660894
2020-01-22,Neuchatel,522842,2020,43534,409724,69597,137318,385537
2020-01-22,Appenzell-Innerrhoden,38531,2020,3408,34027,1106,7250,31291
2020-01-22,Solothurn,1200512,2020,252937,667007,280577,292754,907769
2020-01-22,Aargau,2195789,2020,342316,1358183,495298,568160,1627638
2020-01-22,Schwyz,639328,2020,84520,381866,172952,139122,500217
2020-01-22,Uri,117555,2020,14938,61843,40786,18559,99008
2020-01-22,Schaffhausen,240813,2020,27169,206657,6997,59163,181660
2020-01-22,Ticino,891015,2020,34729,724640,131654,221757,669267
2020-01-22,Basel-Landschaft,1079125,2020,119515,741138,218481,292314,786822
2020-01-22,Geneve,1569525,2020,88339,1368275,112922,465022,1104513
2020-01-22,Luzern,1271377,2020,132517,861701,277170,315562,955826
2020-01-22,Freiburg,952207,2020,83756,698001,170461,216968,735251
2020-01-22,Bern,3250065,2020,480742,2304522,464819,792368,2457715
2020-01-22,Graubunden,737255,2020,83337,544962,108981,121410,615870
2020-01-22,Sankt-Gallen,1768962,2020,192492,1157966,418527,416082,1352903
2020-01-23,Thurgau,873255,2020,100967,608807,163489,210674,662591
2020-01-23,Glarus,193063,2020,37369,79055,76650,34630,158445
2020-01-23,Zug,597837,2020,94870,331386,171594,171268,426582
2020-01-23,Jura,183521,2020,14599,162186,6748,45558,137975
2020-01-23,Obwalden,101232,2020,11137,79211,10893,20433,80809
2020-01-23,Appenzell-Ausserrhoden,193774,2020,22833,158851,12101,44387,149399
2020-01-23,Nidwalden,204758,2020,17535,118508,68726,43655,161114
2020-01-23,Zurich,4591666,2020,767511,3229766,594399,1315787,3275891
2020-01-23,Waadt,2412437,2020,251918,1706920,453609,615693,1796755
2020-01-23,Basel-Stadt,930815,2020,109541,696206,125080,277559,653268
2020-01-23,Wallis,832524,2020,98081,609964,124492,163179,669358
2020-01-23,Neuchatel,516576,2020,45080,401770,69735,138014,378572
2020-01-23,Appenzell-Innerrhoden,38920,2020,3301,34477,1153,7402,31530
2020-01-23,Solothurn,1212026,2020,263036,661073,287929,293758,918280
2020-01-23,Aargau,2208950,2020,353149,1345463,510348,571513,1637447
2020-01-23,Schwyz,650476,2020,87586,381943,180959,141603,508885
2020-01-23,Uri,119863,2020,15580,61050,43243,18869,101005
2020-01-23,Schaffhausen,245277,2020,28336,209057,7895,60400,184888
2020-01-23,Ticino,896470,2020,34253,727877,134351,223416,673065
2020-01-23,Basel-Landschaft,1099609,2020,123272,749787,226561,293038,806582
2020-01-23,Geneve,1588101,2020,93408,1377467,117239,482320,1105794
2020-01-23,Luzern,1267314,2020,134523,852981,279818,317137,950186
2020-01-23,Freiburg,941969,2020,85644,681293,175044,218880,723101
2020-01-23,Bern,3236311,2020,497381,2265206,473743,797138,2439193
2020-01-23,Graubunden,747768,2020,84678,545711,117397,123653,624135
2020-01-23,Sankt-Gallen,1800813,2020,197152,1167443,436240,419639,1381197
2020-01-24,Thurgau,918690,2020,102786,638794,177117,202962,715736
2020-01-24,Glarus,240284,2020,45452,90189,104653,40151,200144
2020-01-24,Zug,623755,2020,94626,349256,179882,163553,460212
2020-01-24,Jura,192663,2020,15297,169298,8078,45293,147380
2020-01-24,Obwalden,110102,2020,12289,85123,12700,21112,89000
2020-01-24,Appenzell-Ausserrhoden,203852,2020,23825,167274,12766,43283,160583
2020-01-24,Nidwalden,222146,2020,19776,126855,75526,43901,178257
2020-01-24,Zurich,4748839,2020,760962,3354083,633805,1231632,3517218
2020-01-24,Waadt,2532766,2020,257380,1788048,487349,589572,1943205
2020-01-24,Basel-Stadt,943099,2020,111058,698325,133726,252352,690758
2020-01-24,Wallis,929475,2020,114481,664146,150857,169604,759880
2020-01-24,Neuchatel,533327,2020,45760,414356,73222,132457,400882
2020-01-24,Appenzell-Innerrhoden,41789,2020,3535,36783,1480,7321,34478
2020-01-24,Solothurn,1260305,2020,258690,695275,306350,277878,982436
2020-01-24,Aargau,2300010,2020,344930,1425357,529733,538983,1761038
2020-01-24,Schwyz,718804,2020,96985,408588,213241,143246,575569
2020-01-24,Uri,134941,2020,17618,67778,49555,20576,114376
2020-01-24,Schaffhausen,257363,2020,28245,219744,9383,58560,198814
2020-01-24,Ticino,921987,2020,36218,745185,140597,219398,702602
2020-01-24,Basel-Landschaft,1134203,2020,124142,768962,241111,274328,859888
2020-01-24,Geneve,1606167,2020,93727,1386738,125712,455534,1150642
2020-01-24,Luzern,1334656,2020,138275,903480,292913,306094,1028575
2020-01-24,Freiburg,1026957,2020,89808,742346,194814,215139,811830
2020-01-24,Bern,3410804,2020,504750,2397502,508571,757398,2653428
2020-01-24,Graubunden,841161,2020,100134,579723,161326,134277,706905
2020-01-24,Sankt-Gallen,1971383,2020,214554,1252597,504251,415404,1555999
2020-01-25,Thurgau,735742,2020,68093,497929,169730,64934,670818
2020-01-25,Glarus,224473,2020,37013,83728,103742,16144,208338
2020-01-25,Zug,470267,2020,60359,259475,150441,41015,429261
2020-01-25,Jura,153364,2020,10288,136517,6571,15888,137490
2020-01-25,Obwalden,107683,2020,10643,84357,12696,8646,99050
2020-01-25,Appenzell-Ausserrhoden,165569,2020,16709,136745,12127,15309,150272
2020-01-25,Nidwalden,217015,2020,17298,130014,69714,16079,200948
2020-01-25,Zurich,3663529,2020,459874,2637676,565990,334133,3329408
2020-01-25,Waadt,2059977,2020,168598,1452793,438596,183057,1876930
2020-01-25,Basel-Stadt,702372,2020,71036,506083,125261,64887,637493
2020-01-25,Wallis,924796,2020,108225,680255,136329,76201,848609
2020-01-25,Neuchatel,429658,2020,30766,336362,62541,41338,388332
2020-01-25,Appenzell-Innerrhoden,40270,2020,3133,35761,1385,3553,36727
2020-01-25,Solothurn,1016442,2020,172316,552277,291860,82196,934258
2020-01-25,Aargau,1841722,2020,218654,1146144,476931,152653,1689077
2020-01-25,Schwyz,627339,2020,73174,363445,190733,49624,577728
2020-01-25,Uri,132815,2020,16504,71372,44948,9233,123592
2020-01-25,Schaffhausen,201447,2020,18909,172151,10398,18248,183211
2020-01-25,Ticino,715844,2020,23442,576619,115795,72115,643740
2020-01-25,Basel-Landschaft,879209,2020,79285,583338,216597,74073,805147
2020-01-25,Geneve,1165639,2020,55065,991319,119265,110548,1055101
2020-01-25,Luzern,1115613,2020,101689,765264,248670,100213,1015410
2020-01-25,Freiburg,883127,2020,62322,630830,189985,75364,807773
2020-01-25,Bern,2845772,2020,366647,2001153,477994,250237,2595557
2020-01-25,Graubunden,844775,2020,82878,608609,153313,66325,778476
2020-01-25,Sankt-Gallen,1678108,2020,151304,1049556,477268,140469,1537659
2020-01-26,Thurgau,497324,2020,51260,321820,124254,36355,460979
2020-01-26,Glarus,225433,2020,38882,77441,109121,14763,210681
2020-01-26,Zug,369196,2020,50648,194265,124295,25244,343964
2020-01-26,Jura,110048,2020,9224,95141,5693,9858,100201
2020-01-26,Obwalden,97775,2020,9433,75863,12489,6154,91631
2020-01-26,Appenzell-Ausserrhoden,143109,2020,14171,118491,10457,10209,132911
2020-01-26,Nidwalden,186399,2020,14955,111329,60128,11843,174570
2020-01-26,Zurich,2616023,2020,342700,1813281,460052,202491,2413542
2020-01-26,Waadt,1368755,2020,123103,919833,325829,109884,1258881
2020-01-26,Basel-Stadt,468054,2020,59504,317100,91460,38102,429963
2020-01-26,Wallis,690914,2020,95142,483831,111949,51502,639421
2020-01-26,Neuchatel,270729,2020,24198,202384,44155,22833,247905
2020-01-26,Appenzell-Innerrhoden,39169,2020,2976,34783,1421,2560,36621
2020-01-26,Solothurn,740140,2020,143454,372384,224313,51722,688429
2020-01-26,Aargau,1284892,2020,173454,733056,378394,89176,1195728
2020-01-26,Schwyz,552976,2020,71578,307774,173634,36965,516022
2020-01-26,Uri,127891,2020,19006,62438,46460,7925,119979
2020-01-26,Schaffhausen,142323,2020,14568,118593,9174,10977,131357
2020-01-26,Ticino,528275,2020,20472,411504,96312,44889,483398
2020-01-26,Basel-Landschaft,613719,2020,65803,390599,157327,45320,568409
2020-01-26,Geneve,799146,2020,45794,655093,98270,69203,729955
2020-01-26,Luzern,843785,2020,82895,564638,196263,61502,782295
2020-01-26,Freiburg,632279,2020,49760,441559,140971,47107,585184
2020-01-26,Bern,2097237,2020,305492,1426834,364937,158167,1939097
2020-01-26,Graubunden,738962,2020,78358,510927,149696,51637,687344
2020-01-26,Sankt-Gallen,1298594,2020,129877,776494,392243,87647,1210969
2020-01-27,Thurgau,737833,2020,83973,510091,143775,214222,523619
2020-01-27,Glarus,166387,2020,30998,70132,65267,36883,129515
2020-01-27,Zug,557483,2020,85319,312659,159516,200844,356651
2020-01-27,Jura,163572,2020,12998,144789,5793,50937,112644
2020-01-27,Obwalden,94548,2020,10633,73795,10129,24413,70145
2020-01-27,Appenzell-Ausserrhoden,162689,2020,18201,134533,9965,44916,117784
2020-01-27,Nidwalden,192292,2020,16815,111552,63940,51551,140756
2020-01-27,Zurich,4301061,2020,693037,3070264,537770,1495710,2805361
2020-01-27,Waadt,2265585,2020,231323,1623421,410852,692844,1572751
2020-01-27,Basel-Stadt,865613,2020,101198,647959,116467,307411,558214
2020-01-27,Wallis,798861,2020,93078,593725,112071,184214,614661
2020-01-27,Neuchatel,462980,2020,39073,361292,62625,149634,313356
2020-01-27,Appenzell-Innerrhoden,33933,2020,2861,30014,1071,8015,25931
2020-01-27,Solothurn,1097396,2020,229261,610626,257520,335953,761454
2020-01-27,Aargau,1979284,2020,307613,1210823,460858,633884,1345411
2020-01-27,Schwyz,593554,2020,76761,355382,161421,161013,432552
2020-01-27,Uri,109322,2020,13519,58038,37779,22168,87168
2020-01-27,Schaffhausen,211970,2020,25092,180078,6811,61827,150155
2020-01-27,Ticino,838367,2020,31882,680901,125596,248017,590362
2020-01-27,Basel-Landschaft,1033245,2020,112264,711494,209497,336065,697191
2020-01-27,Geneve,1502678,2020,87166,1308194,107327,520371,982315
2020-01-27,Luzern,1184184,2020,121389,805746,257060,363268,820927
2020-01-27,Freiburg,870780,2020,75756,638653,156381,254586,616204
2020-01-27,Bern,2972171,2020,439574,2104834,427782,912022,2060167
2020-01-27,Graubunden,699874,2020,73502,520314,106077,140114,559781
2020-01-27,Sankt-Gallen,1601598,2020,167715,1042508,391391,445135,1156482
2020-01-28,Thurgau,705678,2020,81843,486766,137079,204728,500961
2020-01-28,Glarus,139414,2020,26964,57464,54998,32610,106817
2020-01-28,Zug,539987,2020,84405,300757,154835,193755,346243
2020-01-28,Jura,165666,2020,12892,146707,6076,49949,115726
2020-01-28,Obwalden,85654,2020,9895,66173,9597,22975,62690
2020-01-28,Appenzell-Ausserrhoden,148459,2020,17490,121491,9490,42753,105718
2020-01-28,Nidwalden,174407,2020,15490,99001,59926,47970,126448
2020-01-28,Zurich,4209163,2020,689749,2998913,520511,1461747,2747427
2020-01-28,Waadt,2182106,2020,225754,1559891,396469,658503,1523612
2020-01-28,Basel-Stadt,847780,2020,100229,636978,110582,299874,547915
2020-01-28,Wallis,694612,2020,79120,512517,102982,174255,520365
2020-01-28,Neuchatel,466229,2020,40124,364447,61668,147217,319023
2020-01-28,Appenzell-Innerrhoden,28159,2020,2653,24597,917,7188,20980
2020-01-28,Solothurn,1077955,2020,231779,597274,248911,322399,755566
2020-01-28,Aargau,1935061,2020,309553,1178752,446766,607684,1327388
2020-01-28,Schwyz,548461,2020,72430,327129,148912,153603,394868
2020-01-28,Uri,95187,2020,12191,48741,34265,19922,75275
2020-01-28,Schaffhausen,204527,2020,24502,173610,6426,60075,144463
2020-01-28,Ticino,812843,2020,31547,659240,122067,238655,574200
2020-01-28,Basel-Landschaft,994969,2020,111635,685392,197950,322685,672293
2020-01-28,Geneve,1460436,2020,84475,1274207,101765,499328,961119
2020-01-28,Luzern,1135094,2020,119051,766950,249105,349485,785622
2020-01-28,Freiburg,832036,2020,74691,607180,150177,239490,592559
2020-01-28,Bern,2918355,2020,431623,2072538,414216,881757,2036619
2020-01-28,Graubunden,572170,2020,66354,415036,90801,127051,445140
2020-01-28,Sankt-Gallen,1482552,2020,158648,961364,362563,421904,1060672
2020-01-29,Thurgau,741149,2020,86728,509141,145289,208358,532800
2020-01-29,Glarus,145333,2020,28130,59316,57897,32719,112625
2020-01-29,Zug,569730,2020,87887,318295,163557,195867,373873
2020-01-29,Jura,173162,2020,13656,152974,6543,50838,122336
2020-01-29,Obwalden,88168,2020,10091,67877,10213,23067,65115
2020-01-29,Appenzell-Ausserrhoden,156708,2020,17820,128431,10470,43338,113383
2020-01-29,Nidwalden,184720,2020,16208,103291,65231,49161,135569
2020-01-29,Zurich,4388376,2020,713661,3131251,543472,1473855,2914530
2020-01-29,Waadt,2286681,2020,234105,1635957,416627,652246,1634444
2020-01-29,Basel-Stadt,871596,2020,101819,652457,117333,300336,571272
2020-01-29,Wallis,733057,2020,80815,541588,110663,171041,562026
2020-01-29,Neuchatel,493908,2020,42386,385182,66351,148777,345142
2020-01-29,Appenzell-Innerrhoden,30449,2020,2541,26970,949,7350,23110
2020-01-29,Solothurn,1124481,2020,236847,622269,265378,326767,797728
2020-01-29,Aargau,2024588,2020,316143,1235146,473308,617567,1407030
